start station id,start station name,start station latitude,start station longitude,year,month,number of rides
3263,Cooper Square & E 7 St,40.72923649910006,-73.99086803197861,2016,11,9070
435,W 21 St & 6 Ave,40.74173969,-73.99415556,2016,11,8073
497,E 17 St & Broadway,40.73704984,-73.99009296,2016,11,7667
402,Broadway & E 22 St,40.7403432,-73.98955109,2016,11,7530
490,8 Ave & W 33 St,40.751551,-73.993934,2016,11,7349
477,W 41 St & 8 Ave,40.75640548,-73.9900262,2016,11,7115
285,Broadway & E 14 St,40.73454567,-73.99074142,2016,11,7053
359,E 47 St & Park Ave,40.75510267,-73.97498696,2016,11,6654
3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,2016,11,6555
519,Pershing Square North,40.751873,-73.977706,2016,12,9642
435,W 21 St & 6 Ave,40.74173969,-73.99415556,2016,12,5990
497,E 17 St & Broadway,40.73704984,-73.99009296,2016,12,5802
402,Broadway & E 22 St,40.7403432,-73.98955109,2016,12,5420
285,Broadway & E 14 St,40.73454567,-73.99074142,2016,12,5342
490,8 Ave & W 33 St,40.751551,-73.993934,2016,12,5282
477,W 41 St & 8 Ave,40.75640548,-73.9900262,2016,12,4963
520,W 52 St & 5 Ave,40.75992262,-73.97648516,2016,12,4822
3263,Cooper Square & E 7 St,40.72923649910006,-73.99086803197861,2016,12,4644
3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,2016,12,4622
